City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
476,Nishihara,JP,26.1842,127.7558,72.68,71,40,6.91,scattered clouds
477,Half Moon Bay,US,37.4636,-122.4286,78.21,66,90,1.01,overcast clouds
478,Shache,CN,38.4167,77.2406,52.29,18,100,2.01,overcast clouds
479,Marquette,US,46.5333,-87.6335,58.77,41,0,13.11,clear sky
480,Saint George,US,37.1041,-113.5841,79.27,23,1,3.0,clear sky
481,Vilyuysk,RU,63.7553,121.6247,15.89,88,94,5.41,overcast clouds
482,Muisne,EC,0.6,-80.0333,76.91,79,97,9.33,overcast clouds
483,Kristiansand,NO,58.1467,7.9956,45.86,93,0,5.75,clear sky
484,Gien,FR,47.6933,2.6309,53.55,87,100,5.44,overcast clouds
485,Remanso,BR,-9.6179,-42.0831,90.9,30,23,8.34,few clouds
486,Macklin,CA,52.3334,-109.9348,76.33,15,9,10.54,clear sky
487,Akdepe,TM,42.0551,59.3788,44.69,29,0,9.6,clear sky
488,Umm Kaddadah,SD,13.6017,26.6876,90.32,16,86,9.8,overcast clouds
489,Benghazi,LY,32.1167,20.0667,71.37,57,57,4.7,broken clouds
490,Buchanan,LR,5.8808,-10.0467,78.76,82,19,8.01,few clouds
491,Channel-Port Aux Basques,CA,47.5702,-59.1367,53.85,90,91,17.78,overcast clouds
492,Japura,ID,-0.3167,102.35,73.33,98,100,1.63,overcast clouds
493,Lethem,GY,3.3803,-59.7968,83.26,65,99,11.12,overcast clouds
494,Cururupu,BR,-1.8283,-44.8683,83.53,66,27,5.77,scattered clouds
495,Strelka,RU,58.0728,93.0344,31.84,95,11,4.03,few clouds
496,Penzance,GB,50.1186,-5.5371,57.76,89,100,14.0,overcast clouds
497,Batsfjord,NO,70.6345,29.7185,41.0,87,75,29.93,moderate rain
498,Puerto Narino,CO,-3.7703,-70.3831,84.15,58,69,1.97,broken clouds
499,Xichang,CN,27.8964,102.2634,58.15,92,93,2.86,overcast clouds
500,Coolum Beach,AU,-26.5333,153.1,67.33,93,95,0.54,light rain
501,Kuusamo,FI,65.9667,29.1833,33.84,86,75,5.75,light intensity shower rain
502,Lernanist,AM,40.4678,44.7924,48.36,47,2,1.16,clear sky
503,Kahului,US,20.8947,-156.47,84.22,64,20,19.57,few clouds
504,Brits,ZA,-25.6347,27.7802,69.82,7,88,15.23,overcast clouds
505,Caravelas,BR,-17.7125,-39.2481,78.62,73,26,8.93,scattered clouds
506,Bowmore,US,34.9421,-79.3031,70.7,35,1,3.0,clear sky
507,Gizo,SB,-8.103,156.8419,82.53,73,97,8.12,overcast clouds
508,Moroni,KM,-11.7022,43.2551,76.3,78,0,4.65,clear sky
509,Aksu,CN,41.1231,80.2644,50.95,24,98,2.19,overcast clouds
510,Patea,NZ,-39.7583,174.4833,61.66,80,0,10.09,clear sky
511,Paita,PE,-5.0892,-81.1144,75.76,76,74,17.67,broken clouds
512,Vacaria,BR,-28.5122,-50.9339,55.72,97,100,5.73,overcast clouds
513,Bilibino,RU,68.0546,166.4372,-8.61,98,100,3.4,overcast clouds
514,Keta,GH,5.9179,0.9879,81.07,80,96,10.4,overcast clouds
515,Raudeberg,NO,61.9875,5.1352,39.2,65,70,6.26,broken clouds
516,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,92,100,11.5,overcast clouds
517,Menongue,AO,-14.6585,17.691,70.16,23,18,3.24,few clouds
518,Svetlaya,RU,46.5389,138.3297,29.34,54,95,7.76,overcast clouds
519,Nuuk,GL,64.1835,-51.7216,32.61,74,0,9.22,clear sky
520,Coos Bay,US,43.3665,-124.2179,53.94,97,90,9.22,overcast clouds
521,Hovd,MN,48.0056,91.6419,33.22,48,0,1.77,clear sky
522,Erenhot,CN,43.6475,111.9767,37.62,27,79,10.51,broken clouds
523,Nueva Concepcion,GT,14.2,-91.3,88.16,66,28,6.29,scattered clouds
524,Sistranda,NO,63.7256,8.834,45.9,62,61,16.13,broken clouds
525,Adrar,MR,20.5022,-10.0711,89.1,10,88,7.61,overcast clouds
526,Ternate,ID,0.8,127.4,80.98,81,92,4.16,overcast clouds
527,Lerwick,GB,60.1545,-1.1494,48.2,73,52,15.03,broken clouds
528,Grimshaw,CA,56.1834,-117.6027,38.1,93,90,9.22,light intensity shower rain
529,Ampanihy,MG,-24.7,44.75,70.43,89,0,1.97,clear sky
530,Jalu,LY,29.0331,21.5482,71.17,41,0,7.14,clear sky
531,Shetpe,KZ,44.1667,52.1167,56.55,23,22,12.5,few clouds
532,Barrhead,GB,55.7992,-4.3929,55.85,96,90,1.01,light intensity drizzle
533,Diego De Almagro,CL,-26.3667,-70.05,76.53,11,0,11.72,clear sky
534,Mendi,PG,-6.1761,143.6513,56.01,98,100,2.33,overcast clouds
535,Saint-Leu,RE,-21.15,55.2833,70.63,90,11,4.59,few clouds
536,Sumter,US,28.7086,-82.0831,85.24,51,0,7.58,clear sky
537,Naron,ES,43.5167,-8.1528,71.69,85,99,5.88,overcast clouds
538,Fasa,IR,28.9383,53.6482,61.84,31,0,4.61,clear sky
539,Harper,LR,4.375,-7.7169,78.48,84,34,5.82,scattered clouds
540,Vasto,IT,42.1243,14.7059,57.56,75,91,4.41,overcast clouds
541,Ola,RU,59.5833,151.2833,18.28,50,100,19.04,overcast clouds
542,Vikhorevka,RU,56.1201,101.1636,26.19,90,12,2.86,few clouds
543,Victor Harbor,AU,-35.5667,138.6167,58.8,90,66,5.75,broken clouds
544,Kefamenanu,ID,-9.4467,124.4781,73.26,93,58,2.01,broken clouds
545,Tiznit,MA,29.5833,-9.5,73.45,24,0,0.29,clear sky
546,Kondoa,TZ,-4.9,35.7833,69.53,55,13,7.29,few clouds
547,Eggenfelden,DE,48.4054,12.7626,46.04,96,66,0.4,broken clouds
548,Severobaykalsk,RU,55.65,109.3167,24.64,63,5,4.63,clear sky
549,Humaita,BR,-7.5061,-63.0208,82.45,67,100,2.66,overcast clouds
550,Micheweni,TZ,-4.9667,39.8333,77.16,77,58,8.72,broken clouds
551,Ust-Tsilma,RU,65.441,52.1498,37.65,89,100,8.01,overcast clouds
552,Sorong,ID,-0.8833,131.25,79.83,83,100,3.38,overcast clouds
553,Karad,IN,17.2833,74.2,68.23,97,20,4.74,few clouds
554,Salaga,GH,8.5508,-0.5188,79.27,74,71,3.42,light rain
555,Acapulco,MX,16.8634,-99.8901,85.82,74,40,12.66,scattered clouds
556,Makakilo City,US,21.3469,-158.0858,82.72,56,75,13.8,broken clouds
557,Tezu,IN,27.9167,96.1667,73.65,81,51,4.29,broken clouds
558,Dong Xoai,VN,11.5333,106.9167,72.59,97,100,2.66,overcast clouds
559,Ambilobe,MG,-13.2,49.05,74.59,63,0,7.9,clear sky
560,North Bend,US,43.4065,-124.2243,53.85,97,90,9.22,overcast clouds
561,Wanning,CN,18.8003,110.3967,77.61,90,99,18.45,moderate rain
562,Arlit,NE,18.7369,7.3853,89.76,24,96,7.74,overcast clouds
563,Awbari,LY,26.5921,12.7805,79.12,15,5,2.68,clear sky
564,Kununurra,AU,-15.7667,128.7333,76.98,83,100,8.05,overcast clouds
565,Kirakira,SB,-10.4544,161.9205,80.37,78,44,2.62,scattered clouds
566,Lindi,TZ,-10.0,39.7167,73.42,87,4,3.94,clear sky
567,Mojo,ET,8.6,39.1167,59.86,40,1,5.28,clear sky
568,Kavaratti,IN,10.5669,72.642,81.07,78,99,15.73,overcast clouds
569,Yazman,PK,29.1212,71.7446,80.58,51,0,5.44,clear sky
570,Sierra Vista,US,31.5545,-110.3037,79.84,24,40,4.61,scattered clouds
571,Yuancheng,CN,36.652,107.7896,42.06,97,33,4.41,scattered clouds
572,Lar,IN,26.2039,83.9717,77.02,96,100,6.46,overcast clouds
573,Nivala,FI,63.9167,24.9667,37.69,97,100,9.37,overcast clouds
574,Dor Marunt,RO,44.45,26.9167,52.48,89,96,5.46,light rain
575,San Carlos De Bariloche,AR,-41.1456,-71.3082,62.35,25,0,14.97,clear sky
576,Biak,ID,-0.9131,122.8766,76.78,86,52,0.36,broken clouds
577,Naryan-Mar,RU,67.6713,53.087,34.68,89,100,10.07,overcast clouds
578,Brigantine,US,39.4101,-74.3646,64.33,57,75,13.8,broken clouds
579,Ranong,TH,9.9658,98.6348,75.6,92,100,2.93,overcast clouds
580,Falmouth,GB,50.1544,-5.0711,54.86,100,97,3.44,overcast clouds
581,Dagda,LV,56.0951,27.5372,44.24,84,97,10.07,overcast clouds
582,Komsomolskiy,UZ,40.4272,71.7189,52.52,58,100,2.3,haze
583,Kindu,CD,-2.95,25.95,73.31,82,95,0.58,overcast clouds
584,Upata,VE,8.0086,-62.3989,86.83,56,98,2.75,overcast clouds
585,Cairns,AU,-16.9167,145.7667,75.07,96,26,0.0,scattered clouds
586,Amboasary,MG,-25.0333,46.3833,73.24,81,0,3.83,clear sky
587,Khandbari,NP,27.3747,87.2039,67.93,86,73,2.68,broken clouds
588,Kochevo,RU,59.5994,54.3125,42.39,79,100,10.74,overcast clouds
589,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,88.79,42,98,5.79,overcast clouds
590,Parthenay,FR,46.6667,-0.4167,59.92,57,74,4.56,broken clouds
591,Padron,ES,42.7388,-8.6606,69.01,95,100,2.24,overcast clouds
592,Khandagayty,RU,50.7333,92.05,29.62,68,2,3.76,clear sky
593,Esperance,AU,-33.8667,121.9,53.44,90,2,3.98,clear sky
594,Kapit,MY,2.0167,112.9333,73.38,100,98,0.85,light rain
595,Ayan,RU,56.45,138.1667,23.29,53,12,15.66,few clouds
596,Chemodanovka,RU,53.2316,45.2474,50.43,34,100,4.14,overcast clouds
597,Dawson Creek,CA,55.7666,-120.2362,35.24,80,90,5.75,light rain
598,Adiake,CI,5.2863,-3.304,81.99,86,10,8.25,clear sky
599,Elat,IL,29.5581,34.9482,78.64,50,0,18.41,clear sky
600,Nizhniy Odes,RU,63.6445,54.856,37.9,84,92,9.51,overcast clouds
601,Ngunguru,NZ,-35.6167,174.5,62.17,90,78,5.91,broken clouds
602,Yanam,IN,16.7333,82.2167,77.74,94,100,1.14,overcast clouds
603,Santa Isabel,BR,-23.3156,-46.2214,67.71,90,100,6.89,overcast clouds
604,Gejiu,CN,23.306,103.1635,43.61,94,27,1.68,scattered clouds
605,Zarautz,ES,43.2844,-2.1699,67.35,76,57,5.39,broken clouds
606,Leiyang,CN,26.4024,112.8591,51.82,96,91,2.35,overcast clouds
607,Saint-Francois,FR,46.4154,3.9054,49.44,93,0,2.3,clear sky
608,Lieksa,FI,63.3167,30.0167,37.09,97,100,16.87,overcast clouds
609,Manoel Urbano,BR,-8.8389,-69.2597,87.3,54,99,3.6,overcast clouds
610,Iwanai,JP,42.9744,140.5089,42.01,64,98,10.29,overcast clouds
611,Dakar,SN,14.6937,-17.4441,82.53,83,20,2.3,few clouds
612,Henties Bay,NA,-22.116,14.2845,56.86,83,92,4.16,overcast clouds
613,Aswan,EG,24.0934,32.907,85.3,19,0,12.88,clear sky
614,Troitskoye,RU,52.9821,84.6757,37.94,81,8,4.76,clear sky
615,Bullas,ES,38.0467,-1.6723,63.01,70,24,6.17,few clouds
616,Ionia,US,42.9873,-85.0711,63.82,42,40,18.41,scattered clouds
617,Camabatela,AO,-8.1881,15.375,66.38,82,86,0.72,overcast clouds
618,Parati,BR,-23.2178,-44.7131,76.1,98,100,1.88,overcast clouds
619,Canaries,ES,28.0,-15.5,74.39,74,0,1.99,clear sky
620,Pemangkat,ID,1.1667,108.9667,79.12,84,96,5.66,overcast clouds
621,Charagua,BO,-19.8,-63.2167,78.37,44,100,7.07,overcast clouds
622,Newport,GB,51.5877,-2.9984,56.44,88,42,7.11,scattered clouds
623,Ojinaga,MX,29.5667,-104.4167,80.42,24,1,4.61,clear sky
624,Belfast,GB,54.5833,-5.9333,57.02,91,90,3.44,overcast clouds
625,Impfondo,CG,1.6381,18.0667,74.17,84,67,1.68,broken clouds
626,Kailua,US,21.4022,-157.7394,84.18,65,75,14.97,broken clouds
627,Mayahi,NE,13.9553,7.6712,85.37,44,92,7.23,overcast clouds
628,Papara,BR,-3.9839,-38.7273,85.73,56,17,8.28,few clouds
629,Maua,BR,-23.6678,-46.4614,65.35,95,100,7.45,overcast clouds
630,Naze,JP,28.3667,129.4833,70.07,70,100,13.73,overcast clouds
631,Bereda,ES,43.2686,-7.5406,67.01,79,100,2.73,overcast clouds
632,Deder,ET,9.3167,41.45,58.87,35,16,3.49,few clouds
633,Belyy Yar,RU,53.6039,91.3903,24.69,100,40,4.47,mist
634,Maragogi,BR,-9.0122,-35.2225,78.48,75,85,8.79,overcast clouds
635,Okakarara,NA,-20.5833,17.4333,67.96,14,12,3.13,few clouds
636,Keflavik,IS,64.0049,-22.5624,40.91,87,75,24.16,light intensity drizzle rain
637,Balkhash,KZ,46.844,74.9804,46.63,53,0,11.88,clear sky
638,Wilmington,US,34.2257,-77.9447,71.85,39,1,10.36,clear sky
639,Riohacha,CO,11.5444,-72.9072,84.92,69,100,9.42,overcast clouds
640,Pala,TD,9.3642,14.9046,77.92,73,90,3.49,overcast clouds
641,Dunedin,NZ,-45.8742,170.5036,58.8,80,100,1.01,light rain
642,Paciran,ID,-6.8767,112.3761,81.68,79,53,6.71,broken clouds
643,Niamey,NE,13.5137,2.1098,91.69,35,20,10.36,few clouds
644,Iquique,CL,-20.2208,-70.1431,62.64,71,91,9.66,overcast clouds
645,Kieta,PG,-6.2167,155.6333,80.67,78,94,4.34,overcast clouds
646,Jining,CN,35.405,116.5814,43.9,70,3,7.16,clear sky
647,Murgab,TM,37.4966,61.9714,51.67,46,0,0.0,clear sky
648,Ambikapur,IN,23.1167,83.2,72.14,92,95,3.74,overcast clouds
649,Foumban,CM,5.7291,10.9001,65.89,95,100,1.97,moderate rain
650,Linjiang,CN,41.8069,126.9078,30.24,57,15,2.98,few clouds
651,Verkhnyaya Maksakovka,RU,61.635,50.9674,35.62,100,0,6.71,clear sky
652,Aripuana,BR,-9.1667,-60.6333,85.8,61,80,5.5,broken clouds
653,Antalaha,MG,-14.9003,50.2788,69.85,87,13,6.42,light rain
654,Dawei,MM,14.0833,98.2,72.91,95,100,3.65,overcast clouds
655,Puerto Ayacucho,VE,5.6639,-67.6236,86.54,69,90,2.89,overcast clouds
656,Dhidhdhoo,MV,6.8833,73.1,81.86,76,100,21.21,overcast clouds
657,Kaduqli,SD,11.0167,29.7167,81.75,51,57,4.83,broken clouds
658,Plouzane,FR,48.3833,-4.6167,59.09,94,20,8.05,few clouds
659,Sakakah,SA,29.9697,40.2064,76.57,21,45,10.18,scattered clouds
660,Sheboygan,US,43.7333,-87.9334,66.25,37,1,4.0,clear sky
661,Chegutu,ZW,-18.1302,30.1407,77.72,34,32,7.83,scattered clouds
662,Bilma,NE,18.6853,12.9164,86.61,20,62,9.37,broken clouds
663,Issaquah,US,47.5301,-122.0326,60.46,79,90,3.0,overcast clouds
664,Pundaguitan,PH,6.3711,126.1689,82.56,78,55,9.62,broken clouds
665,Otjimbingwe,NA,-22.35,16.1333,68.77,25,49,3.36,scattered clouds
666,Tura,IN,25.5198,90.2201,72.88,84,97,3.56,overcast clouds
667,Ayolas,PY,-27.4,-56.9,75.13,50,74,7.36,broken clouds
668,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,87,100,13.85,overcast clouds
669,Douglas,US,41.3,-96.167,76.98,30,1,5.99,clear sky
670,Cap Malheureux,MU,-19.9842,57.6142,73.47,78,9,8.99,clear sky
671,Castelo Do Piaui,BR,-5.3222,-41.5525,95.86,24,63,4.88,broken clouds
672,Manadhoo,MV,5.7667,73.3833,80.35,82,100,25.23,overcast clouds
673,Korla,CN,41.7597,86.1469,51.48,33,25,8.52,scattered clouds
674,Cajnice,BA,43.5575,19.0711,45.41,85,23,1.07,few clouds
675,Grand Gaube,MU,-20.0064,57.6608,73.38,78,10,8.99,clear sky
676,Altay,CN,47.8667,88.1167,38.95,45,91,7.85,overcast clouds
677,Do Gonbadan,IR,30.3586,50.7981,78.89,34,0,0.0,clear sky
678,Wuwei,CN,37.9281,102.6414,42.44,42,7,1.07,clear sky
679,Laguna,US,38.421,-121.4238,79.47,31,1,3.0,clear sky
680,Aegviidu,EE,59.2858,25.6142,44.17,77,35,9.24,scattered clouds
681,Ketchikan,US,55.3422,-131.6461,43.27,70,20,9.22,few clouds
682,Hambantota,LK,6.1241,81.1185,79.9,81,63,16.78,broken clouds
683,Vidim,RU,56.4088,103.1106,24.94,89,21,2.86,few clouds
684,Marion,US,39.7684,-86.1555,67.55,44,20,14.97,few clouds
685,Srandakan,ID,-7.9386,110.2506,57.72,89,57,2.71,broken clouds
686,Qujing,CN,25.4833,103.7833,47.68,97,35,4.7,scattered clouds
687,Sain Alto,MX,23.5833,-103.25,71.91,41,7,6.85,clear sky
688,Husavik,IS,66.0449,-17.3389,35.51,86,100,15.73,light rain
689,Ilebo,CD,-4.3167,20.5833,76.17,82,100,2.35,overcast clouds
690,Idil,TR,37.3411,41.8895,67.62,41,79,6.71,broken clouds
691,Boguchany,RU,58.3814,97.4531,31.14,94,41,2.71,scattered clouds
692,Harnosand,SE,62.6323,17.9379,41.0,61,62,22.97,broken clouds
693,Bibiani,GH,6.4635,-2.3194,73.38,96,43,0.85,light rain
694,Ballina,AU,-28.8667,153.5667,58.78,70,98,4.45,overcast clouds
695,Omboue,GA,-1.5746,9.2618,76.51,84,87,7.49,overcast clouds
696,Simplicio Mendes,BR,-7.8539,-41.9103,98.15,19,100,9.35,overcast clouds
697,Salym,RU,60.0625,71.4789,40.64,80,78,8.12,broken clouds
698,Caidian,CN,30.5833,114.0333,53.73,74,100,5.37,light rain
699,Galveston,US,29.3669,-94.9669,76.08,46,1,4.0,clear sky
700,Gallup,US,35.5281,-108.7426,70.56,24,1,1.99,clear sky
701,Concordia,AR,-31.393,-58.0209,72.79,46,0,8.01,clear sky
702,Pacific Grove,US,36.6177,-121.9166,75.58,78,1,4.0,clear sky
703,Tabas,IR,33.5959,56.9244,69.26,16,0,2.77,clear sky
704,Buriti Dos Lopes,BR,-3.175,-41.8669,87.55,64,82,11.56,broken clouds
705,Dinkelsbuhl,DE,49.0694,10.3199,49.05,87,100,2.13,overcast clouds
706,Ishigaki,JP,24.3448,124.1572,75.76,69,89,19.91,overcast clouds
707,Velikooktyabrskiy,RU,57.4333,33.8159,39.9,85,100,7.74,light rain
708,Kerchevskiy,RU,59.946,56.2884,41.5,83,100,9.75,overcast clouds
709,Barda,AZ,40.3744,47.1267,63.39,77,7,2.71,clear sky
710,Tolbazy,RU,54.0241,55.8825,47.16,60,100,5.79,light rain
711,Fuyang,CN,32.9,115.8167,50.63,70,99,5.17,overcast clouds
712,Shimanovsk,RU,52.0,127.7,22.03,51,11,4.45,few clouds
713,Lobito,AO,-12.3481,13.5456,73.94,79,39,3.33,scattered clouds
714,Lake Charles,US,30.2131,-93.2044,75.18,33,1,6.91,clear sky
715,Ust-Kuyga,RU,70.0167,135.6,-11.4,100,84,4.74,broken clouds
716,Takoradi,GH,4.8845,-1.7554,79.2,85,47,10.87,scattered clouds
717,Papa,HU,47.33,17.4674,49.42,93,0,0.0,clear sky
